Crm Cd Desc,Vict Sex,Vict Age Group,Weapon Category,Crime Count,Crime %
BATTERY - SIMPLE ASSAULT,M,25-34,Blunt object,19,0.03
BATTERY - SIMPLE ASSAULT,F,25-34,Blunt object,17,0.02
BATTERY - SIMPLE ASSAULT,F,10-12,Other weapon,15,0.02
BATTERY - SIMPLE ASSAULT,F,2-9,Other weapon,14,0.02
BATTERY - SIMPLE ASSAULT,X,65+,Personal weapons,11,0.01
BATTERY - SIMPLE ASSAULT,M,35-49,Firearm,10,0.01
BATTERY - SIMPLE ASSAULT,F,21-24,Blunt object,9,0.01
BATTERY - SIMPLE ASSAULT,F,65+,Blunt object,9,0.01
BATTERY - SIMPLE ASSAULT,X,25-34,Other weapon,8,0.01
BATTERY - SIMPLE ASSAULT,M,65+,Blunt object,7,0.01
BATTERY - SIMPLE ASSAULT,F,50-64,Knife / sharp object,6,0.01
BATTERY - SIMPLE ASSAULT,F,35-49,Firearm,5,0.01
BATTERY - SIMPLE ASSAULT,M,25-34,Firearm,5,0.01
BATTERY - SIMPLE ASSAULT,M,50-64,Firearm,5,0.01
BATTERY - SIMPLE ASSAULT,M,21-24,Blunt object,4,0.01
BATTERY - SIMPLE ASSAULT,M,25-34,Knife / sharp object,4,0.01
BATTERY - SIMPLE ASSAULT,M,35-49,Knife / sharp object,4,0.01
BATTERY - SIMPLE ASSAULT,M,50-64,Knife / sharp object,4,0.01
BATTERY - SIMPLE ASSAULT,X,10-12,Personal weapons,4,0.01
BATTERY - SIMPLE ASSAULT,X,50-64,Other weapon,4,0.01
BATTERY - SIMPLE ASSAULT,F,25-34,Knife / sharp object,3,0.0
BATTERY - SIMPLE ASSAULT,M,18-20,Blunt object,3,0.0
BATTERY - SIMPLE ASSAULT,M,18-20,Firearm,3,0.0
BATTERY - SIMPLE ASSAULT,X,35-49,Other weapon,3,0.0
BATTERY - SIMPLE ASSAULT,F,2-9,Firearm,2,0.0
BATTERY - SIMPLE ASSAULT,F,13-17,Knife / sharp object,2,0.0
BATTERY - SIMPLE ASSAULT,F,18-20,Blunt object,2,0.0
BATTERY - SIMPLE ASSAULT,F,25-34,Firearm,2,0.0
BATTERY - SIMPLE ASSAULT,F,35-49,Knife / sharp object,2,0.0
BATTERY - SIMPLE ASSAULT,F,50-64,Firearm,2,0.0
BATTERY - SIMPLE ASSAULT,M,10-12,Firearm,2,0.0
BATTERY - SIMPLE ASSAULT,M,13-17,Blunt object,2,0.0
BATTERY - SIMPLE ASSAULT,M,13-17,Knife / sharp object,2,0.0
BATTERY - SIMPLE ASSAULT,M,18-20,Knife / sharp object,2,0.0
BATTERY - SIMPLE ASSAULT,M,21-24,Knife / sharp object,2,0.0
BATTERY - SIMPLE ASSAULT,X,2-9,Personal weapons,2,0.0
BATTERY - SIMPLE ASSAULT,X,21-24,Other weapon,2,0.0
BATTERY - SIMPLE ASSAULT,X,65+,Other weapon,2,0.0
BATTERY - SIMPLE ASSAULT,F,13-17,Blunt object,1,0.0
BATTERY - SIMPLE ASSAULT,F,21-24,Firearm,1,0.0
BATTERY - SIMPLE ASSAULT,F,35-49,No weapon / unknown,1,0.0
BATTERY ON A FIREFIGHTER,M,35-49,Personal weapons,59,34.1
BATTERY ON A FIREFIGHTER,M,25-34,Personal weapons,57,32.95
BATTERY ON A FIREFIGHTER,M,50-64,Personal weapons,18,10.4
BATTERY ON A FIREFIGHTER,M,35-49,Other weapon,12,6.94
BATTERY ON A FIREFIGHTER,M,25-34,Other weapon,9,5.2
BATTERY ON A FIREFIGHTER,M,21-24,Personal weapons,6,3.47
BATTERY ON A FIREFIGHTER,F,25-34,Personal weapons,2,1.16
BATTERY ON A FIREFIGHTER,F,35-49,Personal weapons,2,1.16
BATTERY ON A FIREFIGHTER,M,50-64,Other weapon,2,1.16
BATTERY ON A FIREFIGHTER,X,21-24,Other weapon,2,1.16
BATTERY ON A FIREFIGHTER,M,21-24,Blunt object,1,0.58
BATTERY ON A FIREFIGHTER,M,21-24,Other weapon,1,0.58
BATTERY ON A FIREFIGHTER,X,21-24,Personal weapons,1,0.58
BATTERY ON A FIREFIGHTER,X,35-49,Other weapon,1,0.58
BATTERY POLICE (SIMPLE),M,25-34,Personal weapons,161,22.97
BATTERY POLICE (SIMPLE),M,35-49,Personal weapons,131,18.69
BATTERY POLICE (SIMPLE),X,21-24,Personal weapons,74,10.56
BATTERY POLICE (SIMPLE),X,18-20,Personal weapons,56,7.99
BATTERY POLICE (SIMPLE),F,25-34,Personal weapons,44,6.28
BATTERY POLICE (SIMPLE),M,50-64,Personal weapons,44,6.28
BATTERY POLICE (SIMPLE),M,21-24,Personal weapons,37,5.28
BATTERY POLICE (SIMPLE),F,35-49,Personal weapons,23,3.28
BATTERY POLICE (SIMPLE),M,25-34,Other weapon,19,2.71
BATTERY POLICE (SIMPLE),M,35-49,Other weapon,14,2.0
BATTERY POLICE (SIMPLE),X,18-20,Other weapon,12,1.71
BATTERY POLICE (SIMPLE),M,50-64,Other weapon,11,1.57
BATTERY POLICE (SIMPLE),X,21-24,Other weapon,11,1.57
BATTERY POLICE (SIMPLE),F,21-24,Personal weapons,9,1.28
BATTERY POLICE (SIMPLE),M,18-20,Personal weapons,9,1.28
BATTERY POLICE (SIMPLE),M,21-24,Other weapon,7,1.0
BATTERY POLICE (SIMPLE),M,18-20,Other weapon,6,0.86
BATTERY POLICE (SIMPLE),X,35-49,Personal weapons,6,0.86
BATTERY POLICE (SIMPLE),X,25-34,Personal weapons,5,0.71
BATTERY POLICE (SIMPLE),F,18-20,Personal weapons,3,0.43
BATTERY POLICE (SIMPLE),F,25-34,Other weapon,3,0.43
BATTERY POLICE (SIMPLE),M,2-9,Personal weapons,3,0.43
BATTERY POLICE (SIMPLE),F,35-49,Other weapon,2,0.29
BATTERY POLICE (SIMPLE),X,35-49,Other weapon,2,0.29
BATTERY POLICE (SIMPLE),X,50-64,Personal weapons,2,0.29
BATTERY POLICE (SIMPLE),F,21-24,Other weapon,1,0.14
BATTERY POLICE (SIMPLE),F,50-64,Other weapon,1,0.14
BATTERY POLICE (SIMPLE),F,50-64,Personal weapons,1,0.14
BATTERY POLICE (SIMPLE),F,65+,Other weapon,1,0.14
BATTERY POLICE (SIMPLE),M,18-20,Knife / sharp object,1,0.14
BATTERY POLICE (SIMPLE),X,25-34,Other weapon,1,0.14
BATTERY POLICE (SIMPLE),X,65+,Personal weapons,1,0.14
BATTERY WITH SEXUAL CONTACT,F,25-34,Personal weapons,925,22.44
BATTERY WITH SEXUAL CONTACT,F,35-49,Personal weapons,736,17.85
BATTERY WITH SEXUAL CONTACT,F,13-17,Personal weapons,554,13.44
BATTERY WITH SEXUAL CONTACT,F,21-24,Personal weapons,483,11.71
BATTERY WITH SEXUAL CONTACT,F,50-64,Personal weapons,356,8.63
BATTERY WITH SEXUAL CONTACT,F,18-20,Personal weapons,334,8.1
BATTERY WITH SEXUAL CONTACT,F,65+,Personal weapons,130,3.15
BATTERY WITH SEXUAL CONTACT,F,10-12,Personal weapons,87,2.11
BATTERY WITH SEXUAL CONTACT,M,25-34,Personal weapons,86,2.09
BATTERY WITH SEXUAL CONTACT,M,35-49,Personal weapons,70,1.7
BATTERY WITH SEXUAL CONTACT,M,13-17,Personal weapons,55,1.33
BATTERY WITH SEXUAL CONTACT,M,21-24,Personal weapons,44,1.07
BATTERY WITH SEXUAL CONTACT,F,2-9,Personal weapons,43,1.04
BATTERY WITH SEXUAL CONTACT,M,50-64,Personal weapons,35,0.85
BATTERY WITH SEXUAL CONTACT,M,18-20,Personal weapons,30,0.73
BATTERY WITH SEXUAL CONTACT,F,35-49,Other weapon,25,0.61
BATTERY WITH SEXUAL CONTACT,F,25-34,Other weapon,24,0.58
BATTERY WITH SEXUAL CONTACT,M,10-12,Personal weapons,17,0.41
BATTERY WITH SEXUAL CONTACT,F,13-17,Other weapon,13,0.32
BATTERY WITH SEXUAL CONTACT,M,2-9,Personal weapons,11,0.27
BATTERY WITH SEXUAL CONTACT,F,21-24,Other weapon,10,0.24
BATTERY WITH SEXUAL CONTACT,M,65+,Personal weapons,10,0.24
BATTERY WITH SEXUAL CONTACT,M,25-34,Other weapon,8,0.19
BATTERY WITH SEXUAL CONTACT,F,18-20,Other weapon,5,0.12
BATTERY WITH SEXUAL CONTACT,F,50-64,Other weapon,5,0.12
BATTERY WITH SEXUAL CONTACT,M,35-49,Other weapon,3,0.07
BATTERY WITH SEXUAL CONTACT,F,10-12,Other weapon,2,0.05
BATTERY WITH SEXUAL CONTACT,F,25-34,Firearm,2,0.05
BATTERY WITH SEXUAL CONTACT,M,50-64,Other weapon,2,0.05
BATTERY WITH SEXUAL CONTACT,X,18-20,Personal weapons,2,0.05
BATTERY WITH SEXUAL CONTACT,X,21-24,Personal weapons,2,0.05
BATTERY WITH SEXUAL CONTACT,X,25-34,Personal weapons,2,0.05
BATTERY WITH SEXUAL CONTACT,F,2-9,Other weapon,1,0.02
BATTERY WITH SEXUAL CONTACT,F,25-34,Knife / sharp object,1,0.02
BATTERY WITH SEXUAL CONTACT,F,35-49,Knife / sharp object,1,0.02
BATTERY WITH SEXUAL CONTACT,F,50-64,Knife / sharp object,1,0.02
BATTERY WITH SEXUAL CONTACT,F,65+,Other weapon,1,0.02
BATTERY WITH SEXUAL CONTACT,M,13-17,Other weapon,1,0.02
BATTERY WITH SEXUAL CONTACT,M,18-20,Other weapon,1,0.02
BATTERY WITH SEXUAL CONTACT,M,21-24,Other weapon,1,0.02
BATTERY WITH SEXUAL CONTACT,X,10-12,Personal weapons,1,0.02
BATTERY WITH SEXUAL CONTACT,X,13-17,Personal weapons,1,0.02
BATTERY WITH SEXUAL CONTACT,X,25-34,Other weapon,1,0.02
BATTERY WITH SEXUAL CONTACT,X,35-49,Personal weapons,1,0.02
"BEASTIALITY, CRIME AGAINST NATURE SEXUAL ASSLT WITH ANIM",F,25-34,No weapon / unknown,1,25.0
"BEASTIALITY, CRIME AGAINST NATURE SEXUAL ASSLT WITH ANIM",F,35-49,No weapon / unknown,1,25.0
"BEASTIALITY, CRIME AGAINST NATURE SEXUAL ASSLT WITH ANIM",M,35-49,No weapon / unknown,1,25.0
"BEASTIALITY, CRIME AGAINST NATURE SEXUAL ASSLT WITH ANIM",M,50-64,No weapon / unknown,1,25.0
BIGAMY,F,25-34,No weapon / unknown,2,50.0
BIGAMY,F,35-49,No weapon / unknown,1,25.0
BIGAMY,M,18-20,No weapon / unknown,1,25.0
BIKE - ATTEMPTED STOLEN,F,25-34,No weapon / unknown,1,20.0
BIKE - ATTEMPTED STOLEN,F,50-64,No weapon / unknown,1,20.0
BIKE - ATTEMPTED STOLEN,M,25-34,No weapon / unknown,1,20.0
BIKE - ATTEMPTED STOLEN,M,35-49,No weapon / unknown,1,20.0
BIKE - ATTEMPTED STOLEN,M,50-64,No weapon / unknown,1,20.0
BIKE - STOLEN,M,25-34,No weapon / unknown,1748,22.04
BIKE - STOLEN,M,35-49,No weapon / unknown,1656,20.88
BIKE - STOLEN,F,25-34,No weapon / unknown,910,11.48
BIKE - STOLEN,F,35-49,No weapon / unknown,714,9.0
BIKE - STOLEN,M,50-64,No weapon / unknown,701,8.84
BIKE - STOLEN,M,21-24,No weapon / unknown,585,7.38
BIKE - STOLEN,M,18-20,No weapon / unknown,359,4.53
BIKE - STOLEN,F,21-24,No weapon / unknown,319,4.02
BIKE - STOLEN,F,50-64,No weapon / unknown,264,3.33
BIKE - STOLEN,M,65+,No weapon / unknown,224,2.82
BIKE - STOLEN,F,18-20,No weapon / unknown,200,2.52
BIKE - STOLEN,M,13-17,No weapon / unknown,71,0.9
BIKE - STOLEN,F,65+,No weapon / unknown,40,0.5
BIKE - STOLEN,X,21-24,No weapon / unknown,17,0.21
BIKE - STOLEN,M,35-49,Other weapon,16,0.2
BIKE - STOLEN,X,25-34,No weapon / unknown,15,0.19
BIKE - STOLEN,X,35-49,No weapon / unknown,9,0.11
BIKE - STOLEN,M,35-49,Personal weapons,7,0.09
BIKE - STOLEN,M,50-64,Other weapon,7,0.09
BIKE - STOLEN,M,25-34,Other weapon,6,0.08
BIKE - STOLEN,X,18-20,No weapon / unknown,6,0.08
BIKE - STOLEN,F,25-34,Other weapon,5,0.06
BIKE - STOLEN,F,35-49,Other weapon,5,0.06
BIKE - STOLEN,M,25-34,Personal weapons,5,0.06
BIKE - STOLEN,F,13-17,No weapon / unknown,4,0.05
BIKE - STOLEN,M,10-12,No weapon / unknown,4,0.05
BIKE - STOLEN,M,18-20,Other weapon,4,0.05
BIKE - STOLEN,F,25-34,Personal weapons,3,0.04
BIKE - STOLEN,M,21-24,Other weapon,3,0.04
BIKE - STOLEN,M,50-64,Personal weapons,3,0.04
BIKE - STOLEN,M,2-9,No weapon / unknown,2,0.03
BIKE - STOLEN,M,13-17,Other weapon,2,0.03
BIKE - STOLEN,M,21-24,Personal weapons,2,0.03
BIKE - STOLEN,M,65+,Personal weapons,2,0.03
BIKE - STOLEN,F,2-9,No weapon / unknown,1,0.01
BIKE - STOLEN,F,10-12,No weapon / unknown,1,0.01
BIKE - STOLEN,F,21-24,Other weapon,1,0.01
BIKE - STOLEN,F,35-49,Knife / sharp object,1,0.01
BIKE - STOLEN,F,35-49,Personal weapons,1,0.01
BIKE - STOLEN,F,50-64,Other weapon,1,0.01
BIKE - STOLEN,F,65+,Other weapon,1,0.01
BIKE - STOLEN,M,13-17,Personal weapons,1,0.01
BIKE - STOLEN,M,18-20,Personal weapons,1,0.01
BIKE - STOLEN,M,35-49,Knife / sharp object,1,0.01
BIKE - STOLEN,X,13-17,No weapon / unknown,1,0.01
BIKE - STOLEN,X,50-64,No weapon / unknown,1,0.01
BLOCKING DOOR INDUCTION CENTER,M,50-64,No weapon / unknown,2,33.33
BLOCKING DOOR INDUCTION CENTER,F,35-49,No weapon / unknown,1,16.67
BLOCKING DOOR INDUCTION CENTER,F,50-64,No weapon / unknown,1,16.67
BLOCKING DOOR INDUCTION CENTER,M,35-49,No weapon / unknown,1,16.67
BLOCKING DOOR INDUCTION CENTER,M,65+,No weapon / unknown,1,16.67
BOMB SCARE,M,35-49,Other weapon,26,21.85
BOMB SCARE,F,50-64,Other weapon,15,12.61
BOMB SCARE,M,50-64,Other weapon,14,11.76
BOMB SCARE,X,21-24,Other weapon,13,10.92
BOMB SCARE,M,25-34,Other weapon,11,9.24
BOMB SCARE,F,25-34,Other weapon,10,8.4
BOMB SCARE,F,35-49,Other weapon,7,5.88
BOMB SCARE,X,18-20,Other weapon,6,5.04
BOMB SCARE,M,21-24,Other weapon,5,4.2
BOMB SCARE,F,21-24,Other weapon,3,2.52
BOMB SCARE,M,13-17,Other weapon,2,1.68
BOMB SCARE,M,18-20,Other weapon,2,1.68
BOMB SCARE,M,65+,Other weapon,2,1.68
BOMB SCARE,F,18-20,Other weapon,1,0.84
BOMB SCARE,M,2-9,Other weapon,1,0.84
BOMB SCARE,M,10-12,Other weapon,1,0.84
BRANDISH WEAPON,M,35-49,Knife / sharp object,1140,8.04
BRANDISH WEAPON,M,25-34,Knife / sharp object,1034,7.29
BRANDISH WEAPON,M,35-49,Other weapon,913,6.44
BRANDISH WEAPON,M,50-64,Knife / sharp object,805,5.68
BRANDISH WEAPON,M,35-49,Firearm,771,5.44
BRANDISH WEAPON,M,25-34,Other weapon,730,5.15
BRANDISH WEAPON,M,25-34,Firearm,716,5.05
BRANDISH WEAPON,M,50-64,Other weapon,650,4.59
BRANDISH WEAPON,F,35-49,Knife / sharp object,560,3.95
BRANDISH WEAPON,F,35-49,Other weapon,474,3.34
BRANDISH WEAPON,F,25-34,Knife / sharp object,440,3.1
BRANDISH WEAPON,F,25-34,Other weapon,411,2.9
BRANDISH WEAPON,F,35-49,Firearm,392,2.77
BRANDISH WEAPON,M,50-64,Firearm,377,2.66
BRANDISH WEAPON,F,25-34,Firearm,355,2.5
BRANDISH WEAPON,F,50-64,Knife / sharp object,338,2.38
BRANDISH WEAPON,M,21-24,Knife / sharp object,295,2.08
BRANDISH WEAPON,F,50-64,Other weapon,291,2.05
BRANDISH WEAPON,M,21-24,Firearm,252,1.78
BRANDISH WEAPON,M,21-24,Other weapon,214,1.51
BRANDISH WEAPON,M,65+,Knife / sharp object,204,1.44
BRANDISH WEAPON,F,21-24,Firearm,154,1.09
BRANDISH WEAPON,M,65+,Other weapon,146,1.03
BRANDISH WEAPON,F,50-64,Firearm,144,1.02
BRANDISH WEAPON,F,21-24,Knife / sharp object,138,0.97
BRANDISH WEAPON,F,21-24,Other weapon,137,0.97
BRANDISH WEAPON,M,18-20,Knife / sharp object,124,0.87
BRANDISH WEAPON,M,18-20,Firearm,107,0.75
BRANDISH WEAPON,F,25-34,Personal weapons,103,0.73
BRANDISH WEAPON,M,13-17,Knife / sharp object,101,0.71
BRANDISH WEAPON,M,18-20,Other weapon,100,0.71
BRANDISH WEAPON,M,13-17,Firearm,90,0.63
BRANDISH WEAPON,F,65+,Knife / sharp object,89,0.63
BRANDISH WEAPON,M,65+,Firearm,84,0.59
BRANDISH WEAPON,F,18-20,Knife / sharp object,79,0.56
BRANDISH WEAPON,F,65+,Other weapon,77,0.54
BRANDISH WEAPON,M,35-49,Personal weapons,72,0.51
BRANDISH WEAPON,F,35-49,Personal weapons,68,0.48
BRANDISH WEAPON,M,25-34,Personal weapons,68,0.48
BRANDISH WEAPON,F,18-20,Firearm,63,0.44
BRANDISH WEAPON,M,13-17,Other weapon,52,0.37
BRANDISH WEAPON,M,35-49,Blunt object,52,0.37
BRANDISH WEAPON,F,13-17,Knife / sharp object,48,0.34
BRANDISH WEAPON,M,50-64,Personal weapons,43,0.3
BRANDISH WEAPON,F,18-20,Other weapon,41,0.29
BRANDISH WEAPON,F,13-17,Firearm,40,0.28
BRANDISH WEAPON,F,35-49,Blunt object,37,0.26
BRANDISH WEAPON,F,13-17,Other weapon,34,0.24
BRANDISH WEAPON,F,50-64,Personal weapons,34,0.24
BRANDISH WEAPON,M,50-64,Blunt object,34,0.24
BRANDISH WEAPON,M,25-34,Blunt object,31,0.22
BRANDISH WEAPON,F,21-24,Personal weapons,24,0.17
BRANDISH WEAPON,F,25-34,Blunt object,23,0.16
BRANDISH WEAPON,F,65+,Firearm,23,0.16
BRANDISH WEAPON,F,18-20,Personal weapons,21,0.15
BRANDISH WEAPON,M,10-12,Firearm,21,0.15
BRANDISH WEAPON,M,21-24,Personal weapons,21,0.15
BRANDISH WEAPON,M,65+,Personal weapons,20,0.14
BRANDISH WEAPON,F,50-64,Blunt object,19,0.13
BRANDISH WEAPON,M,10-12,Knife / sharp object,17,0.12
BRANDISH WEAPON,M,10-12,Other weapon,17,0.12
BRANDISH WEAPON,M,2-9,Knife / sharp object,14,0.1
BRANDISH WEAPON,F,10-12,Knife / sharp object,11,0.08
BRANDISH WEAPON,M,18-20,Personal weapons,11,0.08
BRANDISH WEAPON,M,2-9,Firearm,10,0.07
BRANDISH WEAPON,M,21-24,Blunt object,10,0.07
BRANDISH WEAPON,F,10-12,Firearm,8,0.06
BRANDISH WEAPON,M,13-17,Personal weapons,8,0.06
BRANDISH WEAPON,X,21-24,Firearm,8,0.06
BRANDISH WEAPON,F,65+,Personal weapons,7,0.05
BRANDISH WEAPON,M,13-17,Blunt object,7,0.05
BRANDISH WEAPON,F,2-9,Knife / sharp object,6,0.04
BRANDISH WEAPON,F,2-9,Other weapon,6,0.04
BRANDISH WEAPON,F,10-12,Other weapon,6,0.04
BRANDISH WEAPON,F,13-17,Personal weapons,6,0.04
BRANDISH WEAPON,M,18-20,Blunt object,6,0.04
BRANDISH WEAPON,M,65+,Blunt object,6,0.04
BRANDISH WEAPON,X,25-34,Knife / sharp object,6,0.04
BRANDISH WEAPON,F,2-9,Firearm,5,0.04
BRANDISH WEAPON,F,65+,Blunt object,5,0.04
BRANDISH WEAPON,X,25-34,Firearm,5,0.04
BRANDISH WEAPON,X,35-49,Knife / sharp object,5,0.04
BRANDISH WEAPON,F,18-20,Blunt object,4,0.03
BRANDISH WEAPON,F,21-24,Blunt object,4,0.03
BRANDISH WEAPON,M,2-9,Other weapon,4,0.03
BRANDISH WEAPON,X,18-20,Other weapon,4,0.03
BRANDISH WEAPON,X,21-24,Other weapon,4,0.03
BRANDISH WEAPON,X,65+,Other weapon,4,0.03
BRANDISH WEAPON,F,13-17,Blunt object,3,0.02
BRANDISH WEAPON,X,10-12,Other weapon,3,0.02
BRANDISH WEAPON,X,18-20,Firearm,3,0.02
BRANDISH WEAPON,X,35-49,Firearm,3,0.02
BRANDISH WEAPON,X,13-17,Firearm,2,0.01
BRANDISH WEAPON,X,13-17,Knife / sharp object,2,0.01
BRANDISH WEAPON,X,13-17,Other weapon,2,0.01
BRANDISH WEAPON,X,21-24,Knife / sharp object,2,0.01
BRANDISH WEAPON,X,25-34,Other weapon,2,0.01
BRANDISH WEAPON,X,50-64,Firearm,2,0.01
BRANDISH WEAPON,X,50-64,Knife / sharp object,2,0.01
BRANDISH WEAPON,X,50-64,Other weapon,2,0.01
BRANDISH WEAPON,F,2-9,Personal weapons,1,0.01
BRANDISH WEAPON,F,10-12,Blunt object,1,0.01
BRANDISH WEAPON,F,10-12,Personal weapons,1,0.01
BRANDISH WEAPON,M,2-9,Blunt object,1,0.01
BRANDISH WEAPON,X,2-9,Knife / sharp object,1,0.01
BRANDISH WEAPON,X,18-20,Personal weapons,1,0.01
BRANDISH WEAPON,X,35-49,Other weapon,1,0.01
BRANDISH WEAPON,X,35-49,Personal weapons,1,0.01
BRANDISH WEAPON,X,65+,Blunt object,1,0.01
BRIBERY,F,21-24,No weapon / unknown,2,40.0
BRIBERY,M,25-34,No weapon / unknown,1,20.0
BRIBERY,M,35-49,No weapon / unknown,1,20.0
BRIBERY,M,50-64,No weapon / unknown,1,20.0
"BUNCO, ATTEMPT",F,35-49,No weapon / unknown,38,13.33
"BUNCO, ATTEMPT",F,65+,No weapon / unknown,35,12.28
"BUNCO, ATTEMPT",M,25-34,No weapon / unknown,33,11.58
"BUNCO, ATTEMPT",M,65+,No weapon / unknown,29,10.18
"BUNCO, ATTEMPT",M,35-49,No weapon / unknown,28,9.82
"BUNCO, ATTEMPT",F,25-34,No weapon / unknown,27,9.47
"BUNCO, ATTEMPT",M,50-64,No weapon / unknown,25,8.77
"BUNCO, ATTEMPT",F,50-64,No weapon / unknown,20,7.02
"BUNCO, ATTEMPT",F,21-24,No weapon / unknown,17,5.96
"BUNCO, ATTEMPT",F,18-20,No weapon / unknown,10,3.51
"BUNCO, ATTEMPT",M,21-24,No weapon / unknown,10,3.51
"BUNCO, ATTEMPT",M,18-20,No weapon / unknown,5,1.75
"BUNCO, ATTEMPT",F,50-64,Other weapon,2,0.7
"BUNCO, ATTEMPT",X,21-24,No weapon / unknown,2,0.7
"BUNCO, ATTEMPT",F,13-17,No weapon / unknown,1,0.35
"BUNCO, ATTEMPT",M,13-17,No weapon / unknown,1,0.35
"BUNCO, ATTEMPT",M,25-34,Other weapon,1,0.35
"BUNCO, ATTEMPT",M,65+,Other weapon,1,0.35
"BUNCO, GRAND THEFT",F,65+,No weapon / unknown,803,13.71
"BUNCO, GRAND THEFT",F,25-34,No weapon / unknown,670,11.44
"BUNCO, GRAND THEFT",M,65+,No weapon / unknown,657,11.22
"BUNCO, GRAND THEFT",M,35-49,No weapon / unknown,617,10.53
"BUNCO, GRAND THEFT",F,35-49,No weapon / unknown,602,10.28
"BUNCO, GRAND THEFT",F,50-64,No weapon / unknown,591,10.09
"BUNCO, GRAND THEFT",M,50-64,No weapon / unknown,533,9.1
"BUNCO, GRAND THEFT",M,25-34,No weapon / unknown,525,8.96
"BUNCO, GRAND THEFT",F,21-24,No weapon / unknown,275,4.7
"BUNCO, GRAND THEFT",M,21-24,No weapon / unknown,261,4.46
"BUNCO, GRAND THEFT",F,18-20,No weapon / unknown,131,2.24
"BUNCO, GRAND THEFT",M,18-20,No weapon / unknown,97,1.66
"BUNCO, GRAND THEFT",X,21-24,No weapon / unknown,15,0.26
"BUNCO, GRAND THEFT",M,13-17,No weapon / unknown,13,0.22
"BUNCO, GRAND THEFT",F,13-17,No weapon / unknown,11,0.19
"BUNCO, GRAND THEFT",F,65+,Other weapon,5,0.09
"BUNCO, GRAND THEFT",X,18-20,No weapon / unknown,5,0.09
"BUNCO, GRAND THEFT",F,50-64,Other weapon,4,0.07
"BUNCO, GRAND THEFT",M,25-34,Other weapon,4,0.07
"BUNCO, GRAND THEFT",M,35-49,Other weapon,4,0.07
"BUNCO, GRAND THEFT",M,65+,Personal weapons,4,0.07
"BUNCO, GRAND THEFT",M,50-64,Personal weapons,3,0.05
"BUNCO, GRAND THEFT",F,18-20,Other weapon,2,0.03
"BUNCO, GRAND THEFT",F,25-34,Other weapon,2,0.03
"BUNCO, GRAND THEFT",F,35-49,Other weapon,2,0.03
"BUNCO, GRAND THEFT",F,35-49,Personal weapons,2,0.03
"BUNCO, GRAND THEFT",M,18-20,Other weapon,2,0.03
"BUNCO, GRAND THEFT",X,25-34,No weapon / unknown,2,0.03
"BUNCO, GRAND THEFT",F,18-20,Personal weapons,1,0.02
"BUNCO, GRAND THEFT",F,25-34,Personal weapons,1,0.02
"BUNCO, GRAND THEFT",F,50-64,Firearm,1,0.02
"BUNCO, GRAND THEFT",F,65+,Personal weapons,1,0.02
"BUNCO, GRAND THEFT",M,2-9,No weapon / unknown,1,0.02
"BUNCO, GRAND THEFT",M,10-12,No weapon / unknown,1,0.02
"BUNCO, GRAND THEFT",M,13-17,Firearm,1,0.02
"BUNCO, GRAND THEFT",M,21-24,Other weapon,1,0.02
"BUNCO, GRAND THEFT",M,25-34,Firearm,1,0.02
"BUNCO, GRAND THEFT",M,25-34,Personal weapons,1,0.02
"BUNCO, GRAND THEFT",M,50-64,Firearm,1,0.02
"BUNCO, GRAND THEFT",M,50-64,Other weapon,1,0.02
"BUNCO, GRAND THEFT",M,65+,Other weapon,1,0.02
"BUNCO, GRAND THEFT",X,35-49,No weapon / unknown,1,0.02
"BUNCO, GRAND THEFT",X,65+,No weapon / unknown,1,0.02
"BUNCO, PETTY THEFT",F,25-34,No weapon / unknown,227,12.05
"BUNCO, PETTY THEFT",F,35-49,No weapon / unknown,213,11.31
"BUNCO, PETTY THEFT",M,35-49,No weapon / unknown,196,10.4
"BUNCO, PETTY THEFT",M,25-34,No weapon / unknown,194,10.3
"BUNCO, PETTY THEFT",F,50-64,No weapon / unknown,172,9.13
"BUNCO, PETTY THEFT",M,50-64,No weapon / unknown,162,8.6
"BUNCO, PETTY THEFT",F,65+,No weapon / unknown,159,8.44
"BUNCO, PETTY THEFT",M,21-24,No weapon / unknown,129,6.85
"BUNCO, PETTY THEFT",F,21-24,No weapon / unknown,118,6.26
"BUNCO, PETTY THEFT",M,65+,No weapon / unknown,114,6.05
"BUNCO, PETTY THEFT",M,18-20,No weapon / unknown,66,3.5
"BUNCO, PETTY THEFT",F,18-20,No weapon / unknown,63,3.34
"BUNCO, PETTY THEFT",M,13-17,No weapon / unknown,27,1.43
"BUNCO, PETTY THEFT",F,13-17,No weapon / unknown,14,0.74
"BUNCO, PETTY THEFT",X,21-24,No weapon / unknown,4,0.21
"BUNCO, PETTY THEFT",F,25-34,Other weapon,3,0.16
"BUNCO, PETTY THEFT",X,18-20,No weapon / unknown,3,0.16
"BUNCO, PETTY THEFT",M,18-20,Other weapon,2,0.11
"BUNCO, PETTY THEFT",M,21-24,Other weapon,2,0.11
"BUNCO, PETTY THEFT",M,25-34,Firearm,2,0.11
"BUNCO, PETTY THEFT",F,2-9,No weapon / unknown,1,0.05
"BUNCO, PETTY THEFT",F,21-24,Personal weapons,1,0.05
"BUNCO, PETTY THEFT",F,35-49,Personal weapons,1,0.05
"BUNCO, PETTY THEFT",F,50-64,Other weapon,1,0.05
